y,c,k,invest,h,lambda,productivity
3.0282606448202474,1.2780523929699548,14.096715651749765,1.7502082518502924,0.5690239008969133,2.0001300740638293,6.46574676368293
2.228865354448453,1.17104405680163,14.802119058102845,1.0578212976468238,0.451047200331969,1.5384403985531545,5.378538804437354
2.462867308178624,1.2442885826217744,15.650644807207126,1.2185787255568505,0.47543516304867867,1.6610849426825938,5.809541321035173
1.8749119895124087,1.1579115711623027,15.976379105377056,0.7170004183501069,0.3905203335752684,1.3238004476695717,4.989263932073552
0.887500801455821,0.9718901990321179,15.492580230166334,-0.08438939757629582,0.2578285963763835,0.7695818673664355,3.5015243630940622
0.4234469402503882,0.860734892382653,14.667977772279912,-0.437287952132264,0.201211312867068,0.5161934230063561,2.738504023090727
-0.6685408128974064,0.6108641517162481,13.021873363359262,-1.2794049646136538,0.06515191406136106,-0.08355511392105153,0.9744568087852277
-3.1430814466450867,0.052926173620908123,9.500318909009286,-3.196007620265995,-0.24517751691201645,-1.4451111058198727,-3.0007297025795596
-3.4935081402582,-0.14861499499631214,5.917917791022162,-3.3448931452618886,-0.25946657365566367,-1.6013799293736355,-3.893227263797038
-0.003715953613155687,0.41825045908941405,5.348003433544033,-0.4219664127025723,0.23142978080638787,0.3844041551405213,1.1212223941699042
3.8494611266523524,1.1702893416727802,7.8934751326849995,2.6791717849795695,0.7429091471569456,2.5393401375906697,6.997104673334167
6.365263097485456,1.770018964378586,12.29138238747474,4.595244133106869,1.0505495168380445,3.9139094102573337,11.125956519478935
8.683094280621269,2.399042022878129,18.268150085531012,6.28405225774314,1.315468279509372,5.1575001420768105,15.135626037201362
7.3713820095258455,2.3585001924167597,22.824328150501827,5.012881817109088,1.0891955871174117,4.359644551146622,13.714871304145216
10.027946997430995,3.0613992919845785,29.220267652185708,6.9665477054464215,1.3971993843076398,5.790360598807293,18.26197373090344
12.638794151865678,3.823674443814439,37.30488066893231,8.815119708051245,1.6826031814181766,7.175138003787611,22.923057845561615
9.706960280815803,3.5365386668336853,42.54268026619114,6.170421613982127,1.2244229853298016,5.4504480045831265,19.218935410263974
7.71853253466266,3.3326557598886666,45.86499003431038,4.385876774774003,0.9158888076445222,4.2834556731591125,16.682138390400354
7.0747592279537415,3.3272520227650153,48.46587248864137,3.7475072051887355,0.8013286604394974,3.8875545178859614,16.023831038409167
4.423508527027675,2.892097013280549,48.78563719017248,1.5314115137471367,0.42947566493584316,2.3802643557651457,12.202175029465675
4.466180474839492,2.912575306784128,49.11960142847356,1.5536051680553746,0.4321992442734646,2.400505427235198,12.299925978767384
5.297461505480313,3.091844595097552,50.097228303144504,2.205616910382771,0.5384245444422195,2.860331632695943,13.613374793378131
8.017839910959426,3.6742105054565055,53.18842700106883,4.343629405502931,0.8870879132869962,4.366400178143525,17.900101138870678
8.068489803890825,3.799555619323347,56.12765051060961,4.268934184567491,0.865865067881401,4.36029054790912,18.28788282025972
8.731627071429813,4.042154967979422,59.41393135129479,4.689472103450403,0.9264987719030375,4.697404070391162,19.603522205894578
8.011090875489408,4.020003615003654,61.919670327998205,3.991087260485768,0.8021762784571992,4.25909891032612,18.82340710005418
8.64681654641731,4.2409499031180165,64.77754521309758,4.4058666432993085,0.8631173475728289,4.585744599059562,20.053396200701435
8.207844135714726,4.259341404803098,67.1066093136818,3.9485027309116436,0.7796583480126669,4.309205524546495,19.663890096775678
5.985366709507061,3.9001065416129173,67.51420424873393,2.085260167894161,0.4666011757545735,3.0440279871793394,16.475204350455105
4.907225470895345,3.69892721177445,67.03464740163652,1.208298259120911,0.3212484781092597,2.4383069319820434,14.855965456124604
5.441012387338154,3.788181510390121,67.01161209354368,1.652830876948049,0.3957175017032202,2.741285723893757,15.629813276351822
4.51579952862267,3.6016469772948656,66.25047434253293,0.9141525513278207,0.27434459765718583,2.225626004085528,14.20289182436543
4.6351859152956365,3.5972454390125264,65.63215296025274,1.0379404762831244,0.29689745015643315,2.300656685055864,14.310439708305324
2.6493145230089974,3.1756719707851224,63.464991688470334,-0.5263574477761097,0.04151392619765504,1.2001697511764655,11.190692308208913
2.8058275244799322,3.1263316618254495,61.55786275891309,-0.32050413734550276,0.08162605957628949,1.3115282604144847,11.214498209343267
2.864763658354734,3.0670981577013876,59.81658169059364,-0.2023344993466396,0.10657062279619853,1.3655863354111692,11.114118223379743
2.3867791054125593,2.9062924159844954,57.80165383775689,-0.5195133105719227,0.05946361312893117,1.1184044642414943,10.203625967290357
-2.040551128782101,1.942716470214982,52.37334489281591,-3.9832675989970703,-0.5041522721933493,-1.3279641527021537,3.1846344238472044
-2.1599909733946667,1.7164837242883855,47.18753657281249,-3.876474697683041,-0.4708912499112045,-1.3342404178526044,2.456712542009466
-0.5165931391502825,1.8530615842312987,43.638193435110615,-2.369654723381572,-0.20816576284030924,-0.3602209007446433,4.467454078499689
-0.9369472915056285,1.6364516050702889,39.973839702656946,-2.5733988965759087,-0.23139324996475724,-0.5551737423088006,3.46449955649689
-2.7790645327654335,1.130229905676975,35.06519927164813,-3.9092944384424007,-0.44041496544660536,-1.5416497140971686,0.2608340138502716
-3.1749775830142335,0.8678764206694685,30.145715286173242,-4.042854003683696,-0.44817156426596044,-1.7078676780812887,-0.8407124422817205
-2.057683348610811,0.9087966995467343,26.425592355861376,-2.966480048157541,-0.25698236441132577,-1.0301729101201098,0.38664213972115746
-2.2782152599162138,0.7259246335646582,22.760812653483978,-3.0041398934808683,-0.2524113341462189,-1.111803292439355,-0.32574768898959583
-1.4067580981088619,0.7642603811322852,20.020773857905738,-2.1710184792411447,-0.10484299641629502,-0.5851355116403365,0.6488183913916741
0.8796336651037517,1.1210086505608614,19.27887952600099,-0.24137498545710734,0.22031951705972347,0.7202490579053806,3.8947304613104015
1.6953303338453956,1.2570630734525743,19.23517479824379,0.43826726039282315,0.33419977209956175,1.1833413098022834,5.07636298109593
2.2450510198325184,1.365755224506949,19.633591223613266,0.8792957953255711,0.40683179620038534,1.4903613765559913,5.91842517243441
-1.036128386231538,0.7221174740772789,17.384505582714123,-1.758245860308815,-0.027935633404050697,-0.3437122960597039,0.906099340098605
0.6431981092737664,0.9753302238994572,16.61776082852058,-0.3321321146256898,0.21302569244915678,0.6177054757085718,3.266474059777336
4.4542365739743595,1.7115784716712992,18.94497491011063,2.7426581023030607,0.7207428534188022,2.751331595682214,9.057746782223397
6.561146035952237,2.2211171083979884,22.811379464912115,4.3400289275542505,0.9766197565737746,3.900320410292559,12.535125874716165
5.429094667840652,2.1379967445806303,25.532192901549344,3.2910979232600255,0.7929887775155255,3.22609981852443,11.179511608566411
3.2219626617278077,1.7964383572890497,26.319412383449375,1.4255243044387624,0.47841504250622613,1.965125602191022,8.053714435396106
1.9614629211495516,1.572807538995841,26.05008245601686,0.38865538215371453,0.305675195017988,1.25349926775556,6.191730876266071
1.0790452348000716,1.3856842219750687,25.09219140744145,-0.30663898717499327,0.1921471947367661,0.7644400315882836,4.806020986629298
0.38008235846541605,1.2097211908931356,23.6352477898277,-0.8296388324277161,0.10893662138518395,0.38533065346252604,3.6337829299465647
2.756618317934297,1.6323691519920005,24.168615761024313,1.1242491659422993,0.434372952037784,1.7267220614761674,7.147084883857049
1.3199964016680157,1.3639345752355414,23.520462193431186,-0.043938173567522165,0.2407786042786576,0.9197078500193689,4.9884736841320265
0.2919600822262156,1.133472541250653,22.090938179570976,-0.8415124590244342,0.11153161144473281,0.3536589069913654,3.3405801138407805
0.10932059690162577,1.0435543934464349,20.6044309285369,-0.9342337965448065,0.1004237461310914,0.26770227839988403,2.916094217045867
-1.054084833919398,0.7546881226877257,18.28054719871636,-1.8087729566071218,-0.03905099323588007,-0.36451422510942577,0.9757458366222798
-1.8902491365673177,0.5002929010800943,15.432991481101041,-2.390542037647411,-0.12797146503797407,-0.804949167008048,-0.5446470999935329
1.1927267965390014,1.0128973955080056,15.22699609510451,0.17982940103099543,0.302838488853697,0.945820244602994,3.9170444818256236
2.2565399355538958,1.218713047213389,15.884148081067407,1.0378268883405077,0.4444901849189386,1.5413112825911754,5.534425259908789
0.21982737837976352,0.834461647660284,14.872410109760203,-0.614634269280519,0.17092256984975063,0.3982998578660787,2.4642191938747215
0.398915119641958,0.8327037103767686,14.06681126628139,-0.4337885907348098,0.20358076987417192,0.5094060695421803,2.6385787369478946
1.6274114719884039,1.0492271037671508,14.293325352845608,0.5781843682212533,0.37228086472998,1.2033909783450703,4.449442575386891
0.35890783127044723,0.8030977084976587,13.491802341797259,-0.4441898772272109,0.20354608442579875,0.4935327228504254,2.518942302655403
-1.3565747562311543,0.4289609477340364,11.368971579287138,-1.7855357039651905,-0.014653860558822673,-0.45414449169460247,-0.20282917312296656
-0.13940405791228438,0.5941303768484659,10.351212855044206,-0.733534434760751,0.16443769790025076,0.24816361468892034,1.4585859262583183
-1.7740463194212444,0.22815993678411295,8.090226277462742,-2.0022062562053575,-0.041188987106761,-0.6520324875102097,-1.1603808547735701
-1.1743940497672658,0.2642549698112444,6.449321600947659,-1.438649019578512,0.05800151052927488,-0.29252867395223525,-0.4636463561959987
-0.45180777857502985,0.34812572634342,5.488155056005513,-0.7999335049184516,0.1677542105413898,0.12863434021627396,0.48452109065359705
-1.1126769314056424,0.17968548158696274,4.0585887666127665,-1.2923624129926075,0.08957900959990436,-0.22919687566438607,-0.6293897421527808
-3.052186261167594,-0.2628114329919643,1.167749219271812,-2.7893748281756325,-0.15239576196972576,-1.294815987271896,-3.7590513769935
-1.1282361058142678,0.015581338187921179,-0.005261955212180425,-1.1438174440021927,0.12649894439852877,-0.18985965665968085,-1.0863280948212122
3.0856641271513556,0.8175400464004102,2.262993674419061,2.2681240807509413,0.6908194912297889,2.172924496276674,5.284543121920256
1.4326625176419525,0.5703245913908194,3.0687567588097107,0.8623379262511305,0.45314458521138656,1.225972926451008,2.9666237831861437
-0.36236918272981544,0.24011224661664055,2.3895564104930056,-0.6024814293464584,0.2099955595753859,0.2160756577293056,0.2834435548807317
-1.549398277666084,-0.02341405840363242,0.803833280968222,-1.5259842192624546,0.06013559796905005,-0.43828555507926414,-1.6123733960504643
-1.1687641474685888,-0.006111814916121783,-0.37891488360845926,-1.162652332552471,0.12445527986819671,-0.20841458746554764,-1.1852026589496427
-2.569782363315488,-0.33134507813897274,-2.6078792966947724,-2.238437285176519,-0.04898327149326448,-0.9765040712227822,-3.460977523170693
-4.954386851144965,-0.8929520458726575,-6.60411711954972,-4.061434805272311,-0.34223769362519535,-2.28143260493394,-7.3560961076522995
-7.605353063660529,-1.5738637508043722,-12.470503504417149,-6.031489312856163,-0.6545557106608204,-3.71524937009252,-11.838461836141317
-6.453713867490609,-1.561333271304835,-17.051121512992513,-4.892380596185782,-0.4503134480316125,-3.0078801548436607,-10.653120305404144
-6.553975721979142,-1.7521316669625207,-21.426687530184342,-4.801844055016631,-0.4221773675504828,-3.0128829329737234,-11.266558959358978
-4.521505575930506,-1.507282628856839,-23.905243289003426,-3.014222947073679,-0.11563189779704947,-1.8309138766421613,-8.575535866392972
-3.696573883959508,-1.4340842203022133,-25.57010187043566,-2.2624896636573055,0.015124382749281906,-1.3433722338274334,-7.553727649865222
-4.451186414715957,-1.6475574502483332,-27.734478288142416,-2.8036289644676344,-0.06902307363665755,-1.745656249821283,-8.882503860236813
-4.79434332746288,-1.7970701838156593,-30.0383894745861,-2.997273143647232,-0.09459683233211136,-1.9129538274994102,-9.62779447975344
-7.476272398337193,-2.4211382705961295,-34.34256386546254,-5.055134127741077,-0.4262462496954081,-3.3828431252496793,-13.988234852146434
-6.006520735567249,-2.2865582095820667,-37.20396229481119,-3.7199625259851965,-0.1942905229908704,-2.5154496351563838,-12.156512824032937
-5.161664047634435,-2.223626168936352,-39.21190111613903,-2.9380378786980974,-0.05746318086050861,-2.012542861457709,-11.142392327087851
-8.645895864590834,-2.997676117309611,-43.87982333551682,-5.648219747281239,-0.49721113430682967,-3.9331001174398246,-16.708530932432073
-10.078969700620721,-3.4592027307963766,-49.40259472195328,-6.619766969824359,-0.6434302441557258,-4.680333156659654,-19.38293989374563
-9.844977485515674,-3.618026754128225,-54.39448058529193,-6.226950731387465,-0.5628733836344488,-4.488479427020653,-19.57612529557416
-6.526416217800915,-3.1380432426189566,-56.42299154584164,-3.3883729751819787,-0.08176644271253869,-2.582513043868501,-14.96658670394709
-5.539046920667418,-3.0154770486592795,-57.53598662920378,-2.5235698720081574,0.06627665915866265,-2.0093946170166426,-13.649559880490163
-5.869872583288385,-3.123339807789698,-58.844119738972424,-2.746532775498707,0.03284121307717147,-2.181500217018657,-14.270496292320264
-3.766130779440908,-2.749892711349421,-58.389254813589645,-1.016238068091507,0.32108804564215154,-0.9938776026769911,-11.16232054100378
-3.982771165102026,-2.776420540568243,-58.13587406778373,-1.2063506245338038,0.28851739952359623,-1.1197352483863705,-11.450310931723259
-4.091191531607548,-2.7887377054831157,-57.98493104221362,-1.3024538261244527,0.27198489245759194,-1.183008296984851,-11.591859895813286
-7.3960024558072,-3.4463389936741162,-60.4849712282914,-3.9496634621331026,-0.16365602106264004,-3.0275091309191247,-16.665373975170617
-6.569965267074501,-3.3737192549729373,-62.16909295968573,-3.196246012101584,-0.03256070698263652,-2.539112283190797,-15.644016668801235
-7.30982606065752,-3.5849497943219335,-64.33974190202922,-3.724876266335608,-0.11459593360187637,-2.932956384896537,-16.95200913749088
-6.994714907158323,-3.602591807485396,-66.12337145415147,-3.392123099672949,-0.05361123163302384,-2.733121868783996,-16.6843484450931
-6.623275149043578,-3.5945088812326045,-67.4990534356087,-3.0287662678109966,0.01128509644341924,-2.5061784892524144,-16.291168618303082
-3.5926004809785086,-3.0375573090010257,-66.36662027169602,-0.5550431719775059,0.4219478096038071,-0.8009303731677662,-11.762501137927853
-3.8354715572155262,-3.044102525897942,-65.49882379622126,-0.7913690313176066,0.37981943327457474,-0.9489446493815825,-12.022976415958048
0.21177168110688216,-2.1995472880181417,-61.450034232190745,2.4113189691250017,0.9038343899827395,1.2982287033178839,-5.704193354390825
-1.257086730663365,-2.3434639226261287,-58.82740618442325,1.0863771919627427,0.674299288655136,0.43417143529193114,-7.5601340457762065
2.025015830504405,-1.587074462615845,-53.74463073669247,3.6120902931202292,1.0819420680028282,2.2351865677998846,-2.2436248487448704
1.2757328287493697,-1.5480560903294065,-49.577226049196426,2.823788919078758,0.9376399199597716,1.760886952949728,-2.887962925039087
3.1551001995089187,-1.0156147871997216,-44.16708041125791,4.170714986708623,1.1470197350453528,2.762543803652498,0.4234737401288604
4.418097872492815,-0.5605640690845995,-38.08424145939908,4.978661941577398,1.2641955179328634,3.4066908076093396,2.9103887857521116
2.4782669461647515,-0.7232075118076567,-33.93066096494174,3.2014744579723935,0.9544261908576952,2.257405911388381,0.5331074233074693
3.510733681506392,-0.3612414503857334,-29.210419308926095,3.8719751318921123,1.0526409058975514,2.7869690145239105,2.5391283873187547
1.0847973083524938,-0.6722103260058937,-26.723151191844583,1.7570076343583767,0.6912821725573213,1.3817655192127989,-0.7231987310209425
5.0772489619874515,0.22169183196620512,-21.199515282027246,4.855557130021234,1.1934914953624913,3.5803886512512664,5.6735176276860235
8.429961824898186,1.1003455006529925,-13.339911075731393,7.329616324245183,1.58424967107562,5.388538063294755,11.389482424564697
4.398277816824004,0.5841024431365571,-9.192237925150675,3.8141753736874406,0.9835693251778266,3.053051945480175,5.969296384857695
3.1956569792579526,0.49730013944715734,-6.264075137211126,2.6983568398107893,0.7881282484913714,2.3363547400417755,4.533209598901038
4.943803722542288,0.9572323397238697,-2.120901875962442,3.986571382818413,0.9914409616875912,3.278612430508665,7.518403088285662
5.052279926144951,1.1333797023841314,1.8510208946974291,3.918900223760816,0.9683295074991451,3.293057068209484,8.100650255699787
5.779585914348236,1.4273359129197059,6.156995373758517,4.352250001428527,1.0280818866753691,3.65447571239152,9.618589240506104
4.903932282051277,1.412049408974926,9.494953362490902,3.4918828730763503,0.8741793403814111,3.1183422112454235,8.701820591794203
5.287670186638598,1.6134346876819623,12.931815027385264,3.6742354989566346,0.8945015723796621,3.295226313319025,9.627210078043248
3.322386196632098,1.3470920464685419,14.583813801864189,1.9752941501635561,0.6052508351507402,2.1611534524085325,6.945563333999107
3.6875788269118535,1.4819354290499482,16.42486185467949,2.205643397861906,0.6383412616919952,2.3464326792243195,7.673434566810123
4.046499938203716,1.6225643345451206,18.4381759119711,2.423935603658597,0.6689025756549438,2.5261138594161308,8.410595187850998
1.9234721981896108,1.2715224283703765,18.629171283991063,0.6519497698192364,0.37176157993317793,1.3199002733495244,5.34339513827247
4.609817854754056,1.8177479847416445,20.955511871903703,2.7920698700124116,0.7230471738489552,2.8157334825345135,9.498884609380376
1.6691569256526848,1.3142830804099397,20.78649792034886,0.3548738452427479,0.31563928774219946,1.1501138756944342,5.204090133411614
-1.1404317841352984,0.7441435529339593,18.382260135270887,-1.884575337069255,-0.052039711164237834,-0.4146862104575144,0.8610379112559627
-2.6085762341870318,0.35992542526963145,14.954201972432456,-2.9685016594566616,-0.22328293173702968,-1.2066319250530948,-1.6405105586359685
0.5598920819994051,0.8680569785677194,14.272182026553331,-0.3081648965683147,0.22399682148693012,0.5982608209221125,2.8946428563978746
0.8290569652766413,0.8966617084172531,13.847772732748886,-0.06760474314061149,0.26551827078283063,0.755931499901139,3.24074383582614
0.5095741102662539,0.8167325165513911,13.194420008145027,-0.3071584062851369,0.22736319995163692,0.5824985037073696,2.706281149752386
0.8196532175051199,0.854616274773847,12.829596450672675,-0.03496305726872717,0.27400257634768554,0.7626651238001066,3.1182534921483995
2.052156837360964,1.0883674931107536,13.472645883656067,0.9637893442502105,0.43925402962711263,1.4539861585846918,4.979461046772624
3.973993264541216,1.4980114990993743,15.611811502006509,2.4759817654418415,0.6859998119740442,2.5184912111964883,8.003087660338675
4.046502589055692,1.5922699835213743,17.675748819990666,2.4542326055343184,0.6762355991691851,2.5351508848755078,8.329117289316347
5.3979798552605756,1.940394915101097,20.69144003965038,3.4575849401594794,0.8352168582564945,3.265822639787861,10.61692128713078
7.017182669012813,2.3777113968444374,24.813625310827504,4.639471272168378,1.02079587369416,4.135206106250607,13.412342966253068
5.146551936625617,2.155899918034455,27.183936696647983,2.990652018591165,0.737802617424673,3.04629754215993,10.945121762608373
6.723286792945864,2.5606463731745626,30.666978699003096,4.162640419771306,0.9236214919389905,3.8991722944555005,13.610474213055454
6.633011835835479,2.672310385852336,33.86100568151117,3.960701449983148,0.8803460250613098,3.810125762865612,13.82053396496617
6.785789965569577,2.8219825525323796,36.978287952510605,3.9638074130372027,0.8716162983770699,3.859821970957617,14.375874617311066
7.598032129055852,3.101139604178981,40.55072327857473,4.496892524876878,0.9502377614873552,4.278100334031723,15.93894553812856
8.074170386418231,3.3298050417922136,44.2813205412364,4.744365344626024,0.9805874812410507,4.5039027921510595,17.03010886956678
5.495538803905699,2.9513176352269506,45.71850869638426,2.5442211686787592,0.6080886570747311,3.024551701065216,13.433486777910066
5.940348724165777,3.0941349937839306,47.42175970935652,2.846213730381856,0.6535787739793475,3.2566142155655475,14.26242233360784
3.2486006041278497,2.617406325533073,46.8674099952174,0.6311942785947876,0.2844995697952122,1.7367174566536712,10.288451208793036
1.2657605002414345,2.1988248246936077,44.762660420884814,-0.9330643244521634,0.028937439609478588,0.6372098984743919,7.179782377803572
0.3561041455523368,1.937845967963956,42.061852087951095,-1.58174182241161,-0.07161680819460142,0.15335916618587708,5.5681898566009
-0.42335852310447786,1.6807854049240731,38.90616185772379,-2.1041439280285426,-0.1496868361684316,-0.25126908309648965,4.097329775743163
1.1602644304065566,1.881011116124549,37.212761125562714,-0.7207466857179853,0.08687466432470697,0.6668578618358647,6.219485505122348
1.6096158661576618,1.90809173246218,35.98396623111914,-0.2984758663045114,0.16119548521087196,0.9362435003921347,6.7416737379115865
4.3942985431891275,2.421149560735085,37.057516057795226,1.973148982454049,0.5382080740876294,2.502689578213161,10.906291363277681
3.9858234913044748,2.379176093419589,37.73772555423524,1.6066473978848927,0.4748490125499279,2.262985857080283,10.38492327817217
4.763880831705428,2.5606655577975954,38.997497689287215,2.2032152739078406,0.5709575880680126,2.6892856793976114,11.651119851323568
7.657061639085365,3.1882232451856423,42.49139864095477,4.468838393899729,0.9397840378738671,4.288576502344963,16.232197689410512
5.810650435865881,2.9478619012145155,44.29190220958228,2.862788534651374,0.665639750535475,3.2201554087620217,13.739303769240827
4.319634030891423,2.7157256230440474,44.78851306219012,1.6039084078473853,0.4534695714449851,2.368727966578156,11.623927018567937
2.268293536231255,2.322556731390558,43.614537040476094,-0.054263195159293676,0.17942759977669692,1.2193438518051924,8.51510827429796
-0.5578129940891887,1.7116566657245036,40.254703954650516,-2.269469659813683,-0.18135850430558126,-0.3434985847785099,4.0459075271125515
2.2302145950191283,2.1459816411733805,39.33256930963002,0.08423295384575502,0.21531287499240326,1.2484952161724363,8.002107941054337
3.5958687333272943,2.3856883128200677,39.55943549739651,1.210180420507234,0.40308764596056756,2.020256909601695,10.012483970981883
4.861458842946594,2.6481263050694883,40.78378214783872,2.2133325378771134,0.567350653390773,2.7234520453509945,11.983934779569243
1.906094398380933,2.10064948393107,39.56963250859263,-0.19455508555012802,0.16794918030555325,1.06188010728017,7.556061083102653
2.0725423501469122,2.0888129173614907,38.56412112866326,-0.016270567214570986,0.20077190160223976,1.1681875701757793,7.690673068282496
4.0620012336402045,2.4506010800761837,39.21141825401071,1.6114001535640274,0.47127174808968797,2.288720845772051,10.653207699015383
2.873013779556838,2.236108080620429,38.86803849659687,0.6369056989364164,0.30919112976934626,1.6185260557403434,8.887313764197692
2.0632241330050927,2.060800958368953,37.8987607088181,0.002423174636147163,0.2058748918957615,1.1707884775422142,7.606013088370499
4.1487898226624225,2.443226394303148,38.65685511945694,1.7055634283592807,0.4886771901367885,2.3445100074840064,10.720161123129472
3.0410361199267113,2.2491641717307442,38.482305689666504,0.7918719481959745,0.33627211142758673,1.7183813455480264,9.090452139094149
-2.159127378888871,1.199066203813477,34.162054464722516,-3.3581935827023397,-0.34549834440354116,-1.1793857145515192,1.0659152358571307
-1.1875847666192905,1.2330642124183968,30.887354124066775,-2.420648979037682,-0.17886643182545386,-0.5896240941900084,2.1288998604348346
1.079073651191349,1.565930396645648,29.628313525510816,-0.48685674545429414,0.14852492007224444,0.7106985706777038,5.290844648361336
-0.3186000149500692,1.2385256190243363,27.330480053398652,-1.5571256339744006,-0.02378606942392475,-0.054678081662346445,3.0125737668684818
-2.1693788903866595,0.7814832592253991,23.696355902451636,-2.9508621496120546,-0.24627026201622088,-1.061170279247825,-0.06747925740812644
-3.7171768570319665,0.3354533619096889,19.0513167859487,-4.052630218941652,-0.41688861282647055,-1.8838643535946122,-2.8149319401309025
-3.785735931894177,0.14861685422303095,14.640681080182777,-3.9343527861172056,-0.3840055277572592,-1.8704731572732998,-3.38601180772619
-1.4433314303134135,0.45435830369828323,12.37697431916651,-1.8976897340116978,-0.036415826054749745,-0.5152892667288456,-0.2212763952116057
-1.0864206376619876,0.4416374394982078,10.53949188402715,-1.5280580771601957,0.030900958229085618,-0.29111233755615107,0.1014199987592761
-1.3694542538856105,0.3163708635425998,8.59017946949826,-1.685825117428211,0.01027973401277188,-0.4285168793475076,-0.5185341681189417
-2.431398723310934,0.030621795136793528,5.913404464313073,-2.4620205184477286,-0.11168828129363478,-0.999013662470116,-2.3490374709112727
-3.0920067374194566,-0.20169093700786422,2.875253552293648,-2.8903158004115945,-0.1743565705321552,-1.337633455252531,-3.634480426353143
-5.170157521932013,-0.7319481968047271,-1.6348371116409854,-4.438209325127288,-0.42004260294880863,-2.4626851573178037,-7.138826240118093
-3.751204662791676,-0.615235286052377,-4.729935560589269,-3.135969376739303,-0.19290515926200952,-1.6213296372485284,-5.405959011887652
-3.8026144118484213,-0.7408781992747776,-7.673423384148194,-3.0617362125736487,-0.17174699449085057,-1.6156003782688773,-5.795301519030963
-2.90274171180355,-0.6699639916601111,-9.714365519687941,-2.232777720143445,-0.026949750054810595,-1.081103392460336,-4.704695946338288
-3.452772212781537,-0.8563938673024599,-12.067884727174835,-2.596378345479084,-0.08082163571693735,-1.3651292327498217,-5.756153550920888
-4.499523088606967,-1.1541548681458296,-15.111555829456616,-3.345368220461145,-0.19714765791898542,-1.922661779394177,-7.603770895732933
-4.721748816394043,-1.3121617408009683,-18.143354009313292,-3.409587075593082,-0.1988999402454798,-2.012754172895233,-8.250976408718621
-6.687254927587859,-1.81957621158488,-22.557448875083455,-4.867678716002987,-0.42984082065347545,-3.0750637312213636,-11.581238933205075
-7.0192010425049665,-2.0506653516053546,-26.962048344106005,-4.968535690899622,-0.43365180196557024,-3.211108512113321,-12.534728981226785
-8.002605424815815,-2.412138501751097,-31.878464058568103,-5.590466923064729,-0.5231554460085066,-3.7105239338994274,-14.490361843999285
